Date,Day_of_Week,Season,Weather,Product,Category,Unit_Price,Num_Customers,Sales,Stocks,Shelf_Life,Days_Until_Next_Purchase,Event,Purchase_Quantity
2007-10-22,Monday,Autumn,Rainy,Pork,Meat,30.96,6794,4148222.7172284923,13,7,7,,33
2007-11-05,Monday,Autumn,Cloudy,Potatoes,Vegetables,1.52,7713,4825576.204488067,17,9,9,,29
2007-10-25,Thursday,Autumn,Cloudy,Pork,Meat,30.96,7638,4718769.410269173,4,7,1,,57
2007-09-06,Thursday,Autumn,Windy,Salmon,Seafood,37.6,7506,4655363.305088832,22,3,3,,25
2007-10-14,Sunday,Autumn,Rainy,Cheese,Dairy,33.18,8003,4840647.104697284,20,9,9,,22
2007-10-16,Tuesday,Autumn,Rainy,Cheese,Dairy,33.18,6982,4219971.7055553915,3,9,1,,47
2007-10-17,Wednesday,Autumn,Cloudy,Cheese,Dairy,33.18,7202,4451490.123723299,13,9,9,,23
2007-10-27,Saturday,Autumn,Rainy,Pork,Meat,30.96,8238,5038574.901389689,16,7,7,,32
2007-10-17,Wednesday,Autumn,Cloudy,Cheese,Dairy,33.18,7541,4590411.117892597,3,9,1,,46
2007-10-27,Saturday,Autumn,Windy,Pork,Meat,30.96,9141,5624262.860327451,19,7,7,,30
2007-11-06,Tuesday,Autumn,Windy,Potatoes,Vegetables,1.52,7428,4656539.521705725,12,9,9,,29
2007-10-19,Friday,Autumn,Windy,Cheese,Dairy,33.18,9311,5802959.16976023,5,9,1,,52
2007-12-10,Monday,Winter,Cold,Lettuce,Vegetables,8.29,6762,4101279.1394687784,7,5,1,,54
2007-10-19,Friday,Autumn,Windy,Cheese,Dairy,33.18,9634,6024931.702735295,14,9,9,,23
2007-11-14,Wednesday,Autumn,Cloudy,Eggs,Dairy,7.19,7637,4801703.698077052,8,21,1,,48
2007-10-19,Friday,Autumn,Rainy,Milk,Dairy,6.08,8488,5190711.976387944,8,7,1,,50
2008-03-19,Wednesday,Spring,Rainy,Chicken,Meat,26.6,6717,4088005.149815052,23,5,5,,28
2008-03-20,Thursday,Spring,Sunny,Chicken,Meat,26.6,8192,5025372.230234082,5,5,1,,53
2007-11-15,Thursday,Autumn,Rainy,Eggs,Dairy,7.19,6704,4095682.220041614,9,21,1,,47
2007-11-07,Wednesday,Autumn,Cloudy,Tomatoes,Vegetables,11.06,7332,4456529.066595681,26,10,10,,24
2008-01-30,Wednesday,Winter,Snowy,Apples,Fruits,7.09,5504,3382574.684302939,17,30,30,,12
2007-11-07,Wednesday,Autumn,Cloudy,Potatoes,Vegetables,1.52,7573,4671006.1658384325,1,9,1,,57
2007-10-27,Saturday,Autumn,Rainy,Pork,Meat,30.96,8402,5216711.557122207,21,7,7,,28
2008-03-21,Friday,Spring,Sunny,Chicken,Meat,26.6,10093,6247162.080276927,14,5,5,,26
2007-11-07,Wednesday,Autumn,Rainy,Tomatoes,Vegetables,11.06,6426,3958342.4598185685,16,10,10,,25
2008-03-22,Saturday,Spring,Cloudy,Chicken,Meat,26.6,9233,5749849.04354263,25,5,5,,27
2007-12-10,Monday,Winter,Cold,Lettuce,Vegetables,8.29,6898,4270170.169897352,5,5,1,,47
2007-12-11,Tuesday,Winter,Snowy,Lettuce,Vegetables,8.29,5226,3181915.8618521686,19,5,5,,13
2007-10-28,Sunday,Autumn,Cloudy,Pork,Meat,30.96,9181,5716058.1798421545,19,7,7,,30
2007-11-07,Wednesday,Autumn,Rainy,Potatoes,Vegetables,1.52,6675,4071988.2710773596,16,9,9,,32
2007-09-07,Friday,Autumn,Windy,Salmon,Seafood,37.6,9535,5908546.793228166,28,3,3,,22
2007-10-28,Sunday,Autumn,Cloudy,Pork,Meat,30.96,9205,5605155.4612700995,7,7,1,,55
2007-09-07,Friday,Autumn,Rainy,Salmon,Seafood,37.6,8110,4975327.6383749135,11,3,3,,24
2008-02-01,Friday,Winter,Cold,Apples,Fruits,7.09,8444,5193877.736236218,27,30,30,,29
2007-10-20,Saturday,Autumn,Cloudy,Cheese,Dairy,33.18,9109,5671763.469398996,21,9,9,,21
2007-09-09,Sunday,Autumn,Windy,Salmon,Seafood,37.6,9155,5727521.212223115,21,3,3,,27
2007-10-21,Sunday,Autumn,Cloudy,Milk,Dairy,6.08,9381,5789117.459617747,20,7,7,,23
2007-11-10,Saturday,Autumn,Cloudy,Tomatoes,Vegetables,11.06,9170,5663968.716451728,10,10,10,,38
2007-09-11,Tuesday,Autumn,Windy,Salmon,Seafood,37.6,7473,4643817.863312408,5,3,1,,51
2007-11-07,Wednesday,Autumn,Rainy,Potatoes,Vegetables,1.52,6257,3835142.8914482235,20,9,9,,29
2008-03-23,Sunday,Spring,Rainy,Chicken,Meat,26.6,8550,5309012.120845418,21,5,5,,25
2007-10-22,Monday,Autumn,Windy,Cheese,Dairy,33.18,7518,4734889.353069935,4,9,1,,53
2007-11-10,Saturday,Autumn,Windy,Tomatoes,Vegetables,11.06,9388,5711955.996030866,5,10,1,,53
2007-11-11,Sunday,Autumn,Rainy,Tomatoes,Vegetables,11.06,8401,5227740.288230225,27,10,10,,25
2008-03-23,Sunday,Spring,Sunny,Chicken,Meat,26.6,10309,6395819.166833036,22,5,5,,24
2007-10-29,Monday,Autumn,Cloudy,Pork,Meat,30.96,7300,4595202.8069546195,11,7,7,,28
2007-12-14,Friday,Winter,Cold,Lettuce,Vegetables,8.29,8467,5299569.586038215,4,5,1,,49
2007-12-14,Friday,Winter,Cloudy,Lettuce,Vegetables,8.29,8139,4918220.427316508,9,5,1,,47
2007-11-14,Wednesday,Autumn,Windy,Tomatoes,Vegetables,11.06,7478,4636729.712398625,17,10,10,,29
2007-10-23,Tuesday,Autumn,Windy,Cheese,Dairy,33.18,7534,4760817.633972477,6,9,1,,54
2008-02-01,Friday,Winter,Snowy,Apples,Fruits,7.09,7453,4541424.118979328,5,30,1,,53
2007-11-07,Wednesday,Autumn,Cloudy,Potatoes,Vegetables,1.52,7540,4662523.665097597,23,9,9,,34
2007-12-16,Sunday,Winter,Cold,Lettuce,Vegetables,8.29,8256,5195674.979207069,15,5,5,,25
2007-11-07,Wednesday,Autumn,Windy,Potatoes,Vegetables,1.52,7550,4618401.931359503,25,9,9,,27
2008-02-03,Sunday,Winter,Cold,Apples,Fruits,7.09,8214,5071975.660306891,5,30,1,,54
2007-10-22,Monday,Autumn,Rainy,Milk,Dairy,6.08,6604,4056617.5351339933,19,7,7,,27
2007-11-16,Friday,Autumn,Windy,Tomatoes,Vegetables,11.06,9529,5838212.6001795605,17,10,10,,26
2007-10-30,Tuesday,Autumn,Windy,Pork,Meat,30.96,7475,4654750.57570647,2,7,1,,56
2007-10-31,Wednesday,Autumn,Cloudy,Pork,Meat,30.96,7501,4708725.164164791,15,7,7,,28
2007-11-08,Thursday,Autumn,Cloudy,Potatoes,Vegetables,1.52,7568,4615989.831970224,6,9,1,,57
2007-10-25,Thursday,Autumn,Windy,Milk,Dairy,6.08,7519,4686495.222814906,8,7,1,,50
2007-11-16,Friday,Autumn,Cloudy,Tomatoes,Vegetables,11.06,9093,5546460.812023648,11,10,10,,27
2008-03-25,Tuesday,Spring,Cloudy,Chicken,Meat,26.6,7362,4585047.139051156,27,5,5,,28
2007-10-23,Tuesday,Autumn,Rainy,Cheese,Dairy,33.18,6645,4147594.107546049,12,9,9,,28
2007-11-01,Thursday,Autumn,Rainy,Pork,Meat,30.96,6508,4041540.8175400393,16,7,7,,28
2008-03-25,Tuesday,Spring,Cloudy,Chicken,Meat,26.6,7535,4683111.990314233,5,5,1,,46
2007-11-19,Monday,Autumn,Rainy,Tomatoes,Vegetables,11.06,7106,4309974.916405399,28,10,10,,24
2007-11-09,Friday,Autumn,Windy,Potatoes,Vegetables,1.52,9160,5722877.12610365,27,9,9,,30
2007-11-17,Saturday,Autumn,Rainy,Eggs,Dairy,7.19,8121,4994956.786750409,6,21,1,,49
2007-11-01,Thursday,Autumn,Rainy,Pork,Meat,30.96,6911,4342786.4100505365,4,7,1,,52
2007-09-14,Friday,Autumn,Rainy,Salmon,Seafood,37.6,8265,5157001.167832253,12,3,3,,24
2007-11-18,Sunday,Autumn,Rainy,Eggs,Dairy,7.19,8185,5092081.12908187,29,21,21,,25
2008-02-06,Wednesday,Winter,Snowy,Apples,Fruits,7.09,5517,3410515.3316828175,14,30,30,,12
2007-11-11,Sunday,Autumn,Windy,Potatoes,Vegetables,1.52,9732,5939492.298774575,1,9,1,,53
2007-12-16,Sunday,Winter,Snowy,Lettuce,Vegetables,8.29,7809,4911974.746232374,20,5,5,,26
2007-11-19,Monday,Autumn,Windy,Eggs,Dairy,7.19,7550,4680333.554155578,28,21,21,,24
2007-10-25,Thursday,Autumn,Cloudy,Milk,Dairy,6.08,7459,4666697.932406791,17,7,7,,23
2008-03-28,Friday,Spring,Cloudy,Chicken,Meat,26.6,9330,5690275.051474759,6,5,1,,51
2007-10-27,Saturday,Autumn,Rainy,Milk,Dairy,6.08,8528,5217899.60384969,10,7,7,,39
2008-02-06,Wednesday,Winter,Snowy,Apples,Fruits,7.09,5860,3697995.3867756063,10,30,30,,25
2007-11-20,Tuesday,Autumn,Rainy,Eggs,Dairy,7.19,6700,4119845.507769164,25,21,21,,25
2007-11-02,Friday,Autumn,Rainy,Pork,Meat,30.96,8518,5342286.328984861,26,7,7,,34
2007-10-28,Sunday,Autumn,Windy,Milk,Dairy,6.08,9184,5733880.642665479,20,7,7,,21
2008-02-08,Friday,Winter,Snowy,Apples,Fruits,7.09,7239,4490597.605940388,21,30,30,,26
2007-11-14,Wednesday,Autumn,Rainy,Potatoes,Vegetables,1.52,6537,4080307.1851017717,5,9,1,,55
2007-11-02,Friday,Autumn,Cloudy,Pork,Meat,30.96,9150,5775616.314759983,23,7,7,,28
2008-02-11,Monday,Winter,Snowy,Apples,Fruits,7.09,5632,3512837.937557958,10,30,30,,25
2007-10-29,Monday,Autumn,Cloudy,Milk,Dairy,6.08,7751,4768841.032180471,10,7,7,,40
2007-09-15,Saturday,Autumn,Windy,Salmon,Seafood,37.6,9270,5698326.624156072,8,3,1,,54
2007-10-24,Wednesday,Autumn,Rainy,Cheese,Dairy,33.18,6795,4196020.553729634,7,9,1,,53
2007-12-19,Wednesday,Winter,Cloudy,Lettuce,Vegetables,8.29,6444,3981545.3061070754,12,5,5,,28
2007-11-05,Monday,Autumn,Cloudy,Pork,Meat,30.96,7506,4695135.018869138,15,7,7,,28
2007-10-25,Thursday,Autumn,Rainy,Cheese,Dairy,33.18,6732,4070119.9922762397,5,9,1,,50
2008-02-12,Tuesday,Winter,Snowy,Apples,Fruits,7.09,5391,3353722.532690474,20,30,30,,10
2007-12-22,Saturday,Winter,Cold,Lettuce,Vegetables,8.29,8296,5182593.696758514,13,5,5,,22
2007-11-21,Wednesday,Autumn,Cloudy,Eggs,Dairy,7.19,7530,4683495.948314184,3,21,1,,47
2007-11-22,Thursday,Autumn,Windy,Tomatoes,Vegetables,11.06,7264,4513667.82415439,23,10,10,,28
2007-11-06,Tuesday,Autumn,Cloudy,Pork,Meat,30.96,7415,4646183.763820923,6,7,1,,55
2007-09-17,Monday,Autumn,Rainy,Salmon,Seafood,37.6,6666,4145879.0905554504,3,3,1,,49
2007-09-20,Thursday,Autumn,Windy,Salmon,Seafood,37.6,7372,4621970.455603473,11,3,3,,27
2007-10-30,Tuesday,Autumn,Rainy,Milk,Dairy,6.08,6410,3998531.87573853,21,7,7,,25
2007-10-25,Thursday,Autumn,Windy,Cheese,Dairy,33.18,7760,4850765.725138093,20,9,9,,22
2008-02-12,Tuesday,Winter,Snowy,Apples,Fruits,7.09,5798,3647655.701937137,9,30,1,,37
2007-11-25,Sunday,Autumn,Cloudy,Tomatoes,Vegetables,11.06,9362,5700109.008893416,27,10,10,,26
2007-10-28,Sunday,Autumn,Cloudy,Cheese,Dairy,33.18,9222,5720963.683520011,3,9,1,,46
2007-11-23,Friday,Autumn,Cloudy,Eggs,Dairy,7.19,9460,5918340.89707329,24,21,21,,24
2008-03-28,Friday,Spring,Rainy,Chicken,Meat,26.6,8769,5445207.582515016,6,5,1,,47
2008-03-31,Monday,Spring,Cloudy,Chicken,Meat,26.6,7657,4834092.863707255,21,5,5,,28
2008-02-12,Tuesday,Winter,Snowy,Apples,Fruits,7.09,5820,3542810.160912973,6,30,1,,38
2007-11-26,Monday,Autumn,Cloudy,Tomatoes,Vegetables,11.06,7556,4598132.602420905,11,10,10,,23
2008-04-01,Tuesday,Spring,Sunny,Chicken,Meat,26.6,8502,5215168.720366553,19,5,5,,25
2007-09-23,Sunday,Autumn,Cloudy,Salmon,Seafood,37.6,9416,5800467.814921556,2,3,1,,50
2007-11-26,Monday,Autumn,Rainy,Eggs,Dairy,7.19,6838,4188547.463343743,19,21,21,,29
2007-11-28,Wednesday,Autumn,Windy,Tomatoes,Vegetables,11.06,7390,4490370.37092589,23,10,10,,28
2007-10-31,Wednesday,Autumn,Rainy,Milk,Dairy,6.08,6577,4155180.8429197315,25,7,7,,24
2007-09-25,Tuesday,Autumn,Cloudy,Salmon,Seafood,37.6,7639,4761589.496053148,14,3,3,,27
2007-11-08,Thursday,Autumn,Windy,Pork,Meat,30.96,7294,4472963.9262280995,23,7,7,,30
2007-10-29,Monday,Autumn,Rainy,Cheese,Dairy,33.18,6585,4107164.862101644,11,9,9,,25
2008-04-01,Tuesday,Spring,Sunny,Chicken,Meat,26.6,8294,5071807.88910492,9,5,1,,52
2007-11-01,Thursday,Autumn,Rainy,Cheese,Dairy,33.18,6389,3939985.4485037853,6,9,1,,47
2008-04-04,Friday,Spring,Sunny,Chicken,Meat,26.6,10365,6502051.416497687,15,5,5,,23
2007-11-09,Friday,Autumn,Rainy,Pork,Meat,30.96,8219,5053760.250118634,18,7,7,,31
2007-12-23,Sunday,Winter,Cloudy,Lettuce,Vegetables,8.29,8510,5188604.707530613,18,5,5,,25
2007-11-26,Monday,Autumn,Cloudy,Eggs,Dairy,7.19,7548,4680309.344571873,2,21,1,,54
2007-11-14,Wednesday,Autumn,Windy,Potatoes,Vegetables,1.52,7626,4765216.802897008,9,9,1,,57
2007-11-16,Friday,Autumn,Windy,Potatoes,Vegetables,1.52,9146,5754830.330174773,12,9,9,,29
2008-04-04,Friday,Spring,Rainy,Chicken,Meat,26.6,8502,5117980.765497287,10,5,5,,37
2007-09-28,Friday,Autumn,Rainy,Salmon,Seafood,37.6,8432,5232576.050893725,24,3,3,,27
2007-11-17,Saturday,Autumn,Windy,Potatoes,Vegetables,1.52,9637,6030328.29435764,5,9,1,,60
2007-10-31,Wednesday,Autumn,Windy,Milk,Dairy,6.08,7605,4688324.53435134,24,7,7,,25
2007-11-09,Friday,Autumn,Rainy,Pork,Meat,30.96,8308,5047538.314186638,2,7,1,,54
2008-04-06,Sunday,Spring,Cloudy,Chicken,Meat,26.6,9095,5699093.038184668,21,5,5,,26
2007-10-31,Wednesday,Autumn,Cloudy,Milk,Dairy,6.08,7726,4693229.486803279,12,7,7,,22
2007-12-26,Wednesday,Winter,Snowy,Lettuce,Vegetables,8.29,5849,3593896.268480254,13,5,5,,14
2007-11-02,Friday,Autumn,Windy,Milk,Dairy,6.08,9536,5938592.350574419,12,7,7,,25
2007-11-28,Wednesday,Autumn,Windy,Tomatoes,Vegetables,11.06,7421,4633267.109857949,8,10,1,,48
2007-11-01,Thursday,Autumn,Windy,Cheese,Dairy,33.18,7434,4701910.023677057,15,9,9,,25
2007-11-04,Sunday,Autumn,Windy,Cheese,Dairy,33.18,9233,5679655.755114964,22,9,9,,25
2007-12-27,Thursday,Winter,Snowy,Lettuce,Vegetables,8.29,5511,3404909.884888762,21,5,5,,12
2007-11-27,Tuesday,Autumn,Rainy,Eggs,Dairy,7.19,6798,4199296.164532261,5,21,1,,53
2008-04-08,Tuesday,Spring,Rainy,Chicken,Meat,26.6,6619,4037479.814410345,20,5,5,,25
2007-12-01,Saturday,Winter,Cloudy,Tomatoes,Vegetables,17.28,8231,5040678.050921414,16,10,10,,28
2007-11-19,Monday,Autumn,Cloudy,Potatoes,Vegetables,1.52,7633,4770448.077035042,24,9,9,,30
2007-12-29,Saturday,Winter,Cloudy,Lettuce,Vegetables,8.29,8395,5230997.219897139,22,5,5,,29
2007-09-29,Saturday,Autumn,Cloudy,Salmon,Seafood,37.6,9043,5530823.134329925,25,3,3,,28
2007-12-29,Saturday,Winter,Snowy,Lettuce,Vegetables,8.29,7798,4727479.688569136,11,5,5,,23
2007-12-29,Saturday,Winter,Snowy,Lettuce,Vegetables,8.29,7513,4730244.483692728,6,5,1,,49
2007-11-20,Tuesday,Autumn,Windy,Potatoes,Vegetables,1.52,7357,4642448.357742354,27,9,9,,30
2007-11-06,Tuesday,Autumn,Windy,Cheese,Dairy,33.18,7589,4625182.112870308,23,9,9,,24
2007-11-30,Friday,Autumn,Cloudy,Eggs,Dairy,7.19,9428,5899118.809344049,24,21,21,,24
2007-12-03,Monday,Winter,Snowy,Eggs,Dairy,9.95,5495,3347448.860054478,29,21,21,,13
2007-12-29,Saturday,Winter,Cloudy,Lettuce,Vegetables,8.29,8809,5484238.446196361,7,5,1,,50
2007-11-11,Sunday,Autumn,Rainy,Pork,Meat,30.96,8473,5137619.562855905,6,7,1,,50
2007-11-04,Sunday,Autumn,Windy,Milk,Dairy,6.08,9486,5875461.110713936,1,7,1,,51
2007-11-06,Tuesday,Autumn,Cloudy,Cheese,Dairy,33.18,7390,4669728.744070576,14,9,9,,30
2007-11-14,Wednesday,Autumn,Windy,Pork,Meat,30.96,7568,4662017.122358892,4,7,1,,58
2007-12-30,Sunday,Winter,Cloudy,Lettuce,Vegetables,8.29,8935,5583534.915364275,19,5,5,,28
2008-02-13,Wednesday,Winter,Cloudy,Apples,Fruits,7.09,6106,3829249.217098723,25,30,30,,27
2007-12-31,Monday,Winter,Cold,Lettuce,Vegetables,8.29,6489,3991387.6829309473,8,5,1,,49
2008-04-09,Wednesday,Spring,Sunny,Chicken,Meat,26.6,8273,5118696.404516228,8,5,1,,49
2008-01-02,Wednesday,Winter,Cold,Lettuce,Vegetables,9.67,6479,4052994.6351598334,2,5,1,,46
2007-11-15,Thursday,Autumn,Windy,Pork,Meat,30.96,7798,4819611.481364818,13,7,7,,28
2007-11-07,Wednesday,Autumn,Windy,Milk,Dairy,6.08,7445,4576339.208065388,19,7,7,,23
2007-12-04,Tuesday,Winter,Cloudy,Eggs,Dairy,9.95,6659,4113468.9885508614,22,21,21,,25
2008-02-15,Friday,Winter,Cold,Apples,Fruits,7.09,8704,5380386.023766566,16,30,30,,29
2008-04-11,Friday,Spring,Cloudy,Chicken,Meat,26.6,9008,5591422.099971456,9,5,1,,46
2008-01-02,Wednesday,Winter,Cold,Lettuce,Vegetables,9.67,6630,4146397.5193120223,3,5,1,,48
2007-11-16,Friday,Autumn,Windy,Pork,Meat,30.96,9513,5829016.835154743,28,7,7,,30
2007-11-18,Sunday,Autumn,Rainy,Pork,Meat,30.96,8447,5155578.605461138,21,7,7,,31
2007-12-04,Tuesday,Winter,Cloudy,Eggs,Dairy,9.95,6622,4088539.4243239905,25,21,21,,24
2008-01-04,Friday,Winter,Cold,Lettuce,Vegetables,9.67,8284,5013035.907635048,17,5,5,,23
2007-11-10,Saturday,Autumn,Cloudy,Milk,Dairy,6.08,9071,5662890.32483777,5,7,1,,49
2007-10-02,Tuesday,Autumn,Windy,Salmon,Seafood,37.6,7388,4546673.823283761,14,3,3,,29
2008-04-11,Friday,Spring,Cloudy,Chicken,Meat,26.6,9645,5947509.264502866,23,5,5,,29
2008-01-07,Monday,Winter,Snowy,Lettuce,Vegetables,9.67,5500,3449739.8578545563,7,5,1,,38
2007-11-19,Monday,Autumn,Rainy,Pork,Meat,30.96,6395,3889603.9602950593,22,7,7,,26
2007-11-20,Tuesday,Autumn,Windy,Pork,Meat,30.96,7422,4526020.882044334,18,7,7,,30
2007-11-10,Saturday,Autumn,Windy,Milk,Dairy,6.08,9131,5686637.224914285,22,7,7,,25
2008-04-11,Friday,Spring,Cloudy,Chicken,Meat,26.6,9365,5782819.390331516,19,5,5,,30
2008-02-17,Sunday,Winter,Cloudy,Apples,Fruits,7.09,8525,5346113.012983168,25,30,30,,25
2008-01-07,Monday,Winter,Snowy,Lettuce,Vegetables,9.67,5854,3693757.329165991,24,5,5,,13
2008-02-17,Sunday,Winter,Cold,Apples,Fruits,7.09,8536,5281354.440184019,26,30,30,,26
2008-01-09,Wednesday,Winter,Cloudy,Lettuce,Vegetables,9.67,6691,4157015.6918940526,10,5,5,,39
2007-11-06,Tuesday,Autumn,Cloudy,Cheese,Dairy,33.18,7455,4628942.639255326,11,9,9,,27
2008-02-17,Sunday,Winter,Snowy,Apples,Fruits,7.09,7571,4762583.497349373,9,30,1,,48
2007-10-03,Wednesday,Autumn,Windy,Salmon,Seafood,37.6,7561,4736709.845660802,23,3,3,,26
2007-12-06,Thursday,Winter,Cold,Eggs,Dairy,9.95,6735,4283389.059158793,20,21,21,,21
2007-12-07,Friday,Winter,Cold,Eggs,Dairy,9.95,8523,5383199.952280277,22,21,21,,24
2007-12-08,Saturday,Winter,Snowy,Eggs,Dairy,9.95,7430,4556810.761425662,18,21,21,,25
2007-11-10,Saturday,Autumn,Rainy,Milk,Dairy,6.08,8766,5501903.055638574,2,7,1,,53
2007-12-08,Saturday,Winter,Cold,Eggs,Dairy,9.95,8043,4932810.290620511,27,21,21,,27
2007-11-10,Saturday,Autumn,Cloudy,Milk,Dairy,6.08,9353,5755004.583326848,16,7,7,,28
2007-11-12,Monday,Autumn,Rainy,Milk,Dairy,6.08,6441,4085460.3966645473,17,7,7,,26
2007-12-08,Saturday,Winter,Cloudy,Eggs,Dairy,9.95,8463,5196774.791181927,14,21,21,,30
2007-11-20,Tuesday,Autumn,Rainy,Potatoes,Vegetables,1.52,6526,4017115.665855006,8,9,1,,56
2007-12-10,Monday,Winter,Cloudy,Eggs,Dairy,9.95,6407,3926145.300753073,26,21,21,,27
2007-12-01,Saturday,Winter,Cloudy,Tomatoes,Vegetables,17.28,7947,5027056.1311359415,10,10,10,,40
2007-10-06,Saturday,Autumn,Rainy,Salmon,Seafood,37.6,8286,5047044.473497872,11,3,3,,26
2007-12-04,Tuesday,Winter,Snowy,Tomatoes,Vegetables,17.28,5728,3502678.1442589657,15,10,10,,10
2007-11-22,Thursday,Autumn,Rainy,Potatoes,Vegetables,1.52,6558,4050665.984310792,11,9,9,,33
2008-01-12,Saturday,Winter,Cloudy,Lettuce,Vegetables,9.67,8288,5206848.14296246,21,5,5,,24
2007-11-09,Friday,Autumn,Windy,Cheese,Dairy,33.18,9424,5774286.003247185,24,9,9,,24
2007-12-11,Tuesday,Winter,Snowy,Eggs,Dairy,9.95,5771,3507129.562991038,13,21,21,,11
2007-10-06,Saturday,Autumn,Windy,Salmon,Seafood,37.6,9552,5930566.476098359,23,3,3,,28
2007-11-15,Thursday,Autumn,Rainy,Milk,Dairy,6.08,6758,4198268.671102377,9,7,1,,53
2008-04-13,Sunday,Spring,Rainy,Chicken,Meat,26.6,8153,5126886.992667758,26,5,5,,25
2007-12-11,Tuesday,Winter,Cloudy,Eggs,Dairy,9.95,6484,4032137.253162254,9,21,1,,52
2008-01-12,Saturday,Winter,Snowy,Lettuce,Vegetables,9.67,7536,4620036.401346666,13,5,5,,25
2007-11-20,Tuesday,Autumn,Cloudy,Pork,Meat,30.96,7457,4653578.527381291,18,7,7,,32
2007-11-22,Thursday,Autumn,Cloudy,Pork,Meat,30.96,7310,4494422.459283945,24,7,7,,28
2007-11-11,Sunday,Autumn,Rainy,Cheese,Dairy,33.18,8394,5093372.955075667,3,9,1,,46
2007-12-12,Wednesday,Winter,Snowy,Eggs,Dairy,9.95,5684,3580206.9333491027,8,21,1,,40
2008-02-18,Monday,Winter,Cloudy,Apples,Fruits,7.09,6507,4020213.048680516,9,30,1,,53
2008-01-15,Tuesday,Winter,Cold,Lettuce,Vegetables,9.67,6709,4128431.5706846155,24,5,5,,23
2007-11-22,Thursday,Autumn,Windy,Pork,Meat,30.96,7519,4660066.794549452,14,7,7,,28
2007-12-15,Saturday,Winter,Cold,Eggs,Dairy,9.95,8452,5264528.952668019,28,21,21,,27
2007-12-07,Friday,Winter,Cloudy,Tomatoes,Vegetables,17.28,8488,5263536.879539993,7,10,1,,50
2007-11-22,Thursday,Autumn,Rainy,Pork,Meat,30.96,6421,3911981.5026784656,14,7,7,,30
2008-01-18,Friday,Winter,Cold,Lettuce,Vegetables,9.67,8427,5223392.126595371,17,5,5,,26
2007-12-07,Friday,Winter,Snowy,Tomatoes,Vegetables,17.28,7496,4708257.651251919,14,10,10,,25
2007-11-22,Thursday,Autumn,Rainy,Pork,Meat,30.96,6453,4032989.888183316,19,7,7,,32
2007-11-15,Thursday,Autumn,Rainy,Milk,Dairy,6.08,6512,3942728.6562930346,22,7,7,,25
2007-11-17,Saturday,Autumn,Cloudy,Milk,Dairy,6.08,9382,5934634.141256826,23,7,7,,25
2007-11-25,Sunday,Autumn,Rainy,Pork,Meat,30.96,8233,5056512.5858807,25,7,7,,28
2007-11-22,Thursday,Autumn,Windy,Potatoes,Vegetables,1.52,7570,4677342.731096593,5,9,1,,54
2007-11-25,Sunday,Autumn,Cloudy,Potatoes,Vegetables,1.52,9406,5704297.664644624,2,9,1,,53
2008-04-14,Monday,Spring,Rainy,Chicken,Meat,26.6,6636,4183932.6367829912,13,5,5,,28
2008-04-14,Monday,Spring,Cloudy,Chicken,Meat,26.6,7528,4597023.95802166,16,5,5,,23
2008-02-20,Wednesday,Winter,Snowy,Apples,Fruits,7.09,5597,3468604.8491883967,7,30,1,,36
2007-12-16,Sunday,Winter,Cold,Eggs,Dairy,9.95,8254,5077460.016183936,4,21,1,,51
2007-12-18,Tuesday,Winter,Cloudy,Eggs,Dairy,9.95,6502,4005199.4658534317,26,21,21,,24
2007-11-12,Monday,Autumn,Cloudy,Cheese,Dairy,33.18,7535,4567813.4793842705,10,9,9,,35
2007-10-06,Saturday,Autumn,Cloudy,Salmon,Seafood,37.6,9090,5551426.421771358,18,3,3,,22
2008-04-16,Wednesday,Spring,Rainy,Chicken,Meat,26.6,6417,3977425.7653988265,7,5,1,,52
2007-10-09,Tuesday,Autumn,Cloudy,Salmon,Seafood,37.6,7550,4754022.547272963,5,3,1,,51
2008-01-21,Monday,Winter,Snowy,Lettuce,Vegetables,9.67,5716,3497665.227603048,28,5,5,,10
2008-01-23,Wednesday,Winter,Cold,Lettuce,Vegetables,9.67,6648,4082559.6113423984,22,5,5,,23
2007-11-19,Monday,Autumn,Cloudy,Milk,Dairy,6.08,7414,4614416.602757447,28,7,7,,24
2007-12-08,Saturday,Winter,Snowy,Tomatoes,Vegetables,17.28,7455,4626553.528584787,24,10,10,,26
2007-12-08,Saturday,Winter,Snowy,Tomatoes,Vegetables,17.28,7626,4673839.461734492,26,10,10,,29
2007-11-28,Wednesday,Autumn,Cloudy,Pork,Meat,30.96,7467,4624571.3911254415,1,7,1,,58
2007-12-21,Friday,Winter,Cold,Eggs,Dairy,9.95,8281,5168110.903503807,20,21,21,,27
2008-01-23,Wednesday,Winter,Cold,Lettuce,Vegetables,9.67,6286,3891838.899775692,8,5,1,,48
2007-11-28,Wednesday,Autumn,Cloudy,Potatoes,Vegetables,1.52,7141,4322897.0722920485,27,9,9,,26
2007-12-11,Tuesday,Winter,Cold,Tomatoes,Vegetables,17.28,6945,4243656.544461949,8,10,1,,54
2007-11-28,Wednesday,Autumn,Cloudy,Pork,Meat,30.96,7385,4484277.295414506,20,7,7,,31
2007-11-20,Tuesday,Autumn,Cloudy,Milk,Dairy,6.08,7459,4612974.448543857,24,7,7,,23
2007-10-09,Tuesday,Autumn,Windy,Salmon,Seafood,37.6,7431,4524553.805522133,11,3,3,,24
