Date,Day_of_Week,Season,Weather,Product,Category,Unit_Price,Num_Customers,Sales,Stocks,Shelf_Life,Days_Until_Next_Purchase,Event,Purchase_Quantity
2004-05-13,Thursday,Spring,Rainy,Apples,Fruits,2.4,6718,4004302.3985468377,8,30,1,None,82
2004-04-29,Thursday,Spring,Cloudy,Cheese,Dairy,24.0,8328,5001863.045331507,20,90,90,None,73
2004-05-11,Tuesday,Spring,Rainy,Lettuce,Vegetables,3.2,6462,3881206.4727743748,1,5,1,None,87
2004-06-05,Saturday,Summer,Cloudy,Eggs,Dairy,6.0,9723,5868777.973027681,8,21,1,Special Promotion,82
2004-05-22,Saturday,Spring,Rainy,Chicken,Meat,16.5,6814,4044527.269249544,16,5,5,None,74
2004-05-23,Sunday,Spring,Cloudy,Chicken,Meat,16.5,8222,4921166.763007839,18,5,5,None,75
2004-05-16,Sunday,Spring,Cloudy,Apples,Fruits,2.4,8482,5104383.6772237215,3,30,1,Special Promotion,84
2004-05-28,Friday,Spring,Cloudy,Tomatoes,Vegetables,8.0,8324,4979493.379722992,7,10,1,Corporate Event,86
2004-05-28,Friday,Spring,Cloudy,Tomatoes,Vegetables,8.0,8364,5066326.76474627,26,10,10,Corporate Event,80
2004-07-04,Sunday,Summer,Sunny,Potatoes,Vegetables,1.2,10773,6447594.861988991,12,90,90,None,71
2004-06-05,Saturday,Summer,Sunny,Eggs,Dairy,6.0,11329,6802723.813050523,9,21,1,None,84
2004-05-16,Sunday,Spring,Rainy,Apples,Fruits,2.4,6463,3885725.866488738,20,30,30,Seasonal Event,71
2004-06-05,Saturday,Summer,Cloudy,Eggs,Dairy,6.0,9829,5898580.956731456,2,21,1,None,84
2004-06-06,Sunday,Summer,Cloudy,Eggs,Dairy,6.0,9744,5858717.677970901,20,21,21,Special Promotion,72
2004-05-01,Saturday,Spring,Cloudy,Cheese,Dairy,24.0,8267,4942363.796056569,28,90,90,None,72
2004-05-01,Saturday,Spring,Cloudy,Cheese,Dairy,24.0,8547,5085722.436165797,17,90,90,None,71
2004-06-09,Wednesday,Summer,Hot,Pork,Other,20.8,9346,5593786.468552723,27,7,7,None,71
2004-05-26,Wednesday,Spring,Sunny,Chicken,Meat,16.5,9593,5734088.023952882,29,5,5,Birthdays,70
2004-05-16,Sunday,Spring,Sunny,Apples,Fruits,2.4,9128,5449344.5611382425,10,30,30,Holiday Special,71
2004-07-05,Monday,Summer,Cloudy,Milk,Dairy,4.8,9603,5754212.873091262,19,7,7,Birthdays,75
2004-07-06,Tuesday,Summer,Hot,Milk,Dairy,4.8,10058,6027474.061262501,25,7,7,Birthdays,71
2004-05-19,Wednesday,Spring,Sunny,Apples,Fruits,2.4,8978,5385607.627074756,13,30,30,None,73
2004-05-21,Friday,Spring,Rainy,Apples,Fruits,2.4,6579,3946705.4047522694,8,30,1,Corporate Event,83
2004-05-24,Monday,Spring,Sunny,Apples,Fruits,2.4,9025,5468900.778554812,5,30,1,None,85
2004-05-02,Sunday,Spring,Sunny,Cheese,Dairy,24.0,9142,5499814.171428344,11,90,90,Birthdays,75
2004-06-06,Sunday,Summer,Hot,Eggs,Dairy,6.0,9975,6002444.006296937,1,21,1,Special Promotion,82
2004-05-31,Monday,Spring,Sunny,Salmon,Other,27.2,9278,5561619.04493955,12,3,3,Corporate Event,80
2004-05-11,Tuesday,Spring,Sunny,Lettuce,Vegetables,3.2,8834,5325007.643907086,20,5,5,Seasonal Event,77
2004-05-29,Saturday,Spring,Sunny,Chicken,Meat,16.5,9105,5437615.336159228,27,5,5,None,71
2004-05-12,Wednesday,Spring,Cloudy,Lettuce,Vegetables,3.2,8145,4889783.643545137,13,5,5,None,78
2004-06-10,Thursday,Summer,Hot,Pork,Other,20.8,10047,5991088.840504543,9,7,1,Holiday Special,85
2004-05-13,Thursday,Spring,Rainy,Lettuce,Vegetables,3.2,7161,4283747.710532816,9,5,1,None,90
2004-05-15,Saturday,Spring,Sunny,Lettuce,Vegetables,3.2,9216,5514522.625931488,26,5,5,None,75
2004-05-31,Monday,Spring,Cloudy,Chicken,Meat,16.5,8502,5075451.189426606,20,5,5,None,73
2004-05-16,Sunday,Spring,Cloudy,Lettuce,Vegetables,3.2,8221,4903250.564420322,6,5,1,Special Promotion,87
2004-07-09,Friday,Summer,Hot,Milk,Dairy,4.8,9941,5942754.023378,17,7,7,Corporate Event,75
2004-05-18,Tuesday,Spring,Cloudy,Lettuce,Vegetables,3.2,8341,5009891.183611438,2,5,1,Seasonal Event,89
2004-05-31,Monday,Spring,Cloudy,Chicken,Meat,16.5,8252,4916238.992325834,30,5,5,Holiday Special,71
2004-06-11,Friday,Summer,Cloudy,Pork,Other,20.8,9817,5925803.50065138,3,7,1,Seasonal Event,81
2004-05-25,Tuesday,Spring,Cloudy,Apples,Fruits,2.4,8195,4941758.812491958,6,30,1,None,81
2004-06-01,Tuesday,Summer,Hot,Salmon,Other,32.0,9892,5939899.476807679,25,3,3,Special Promotion,73
2004-06-07,Monday,Summer,Hot,Eggs,Dairy,6.0,10083,6053803.535049867,26,21,21,Special Promotion,72
2004-05-18,Tuesday,Spring,Sunny,Lettuce,Vegetables,3.2,9331,5614432.370455384,21,5,5,Seasonal Event,75
2004-05-27,Thursday,Spring,Cloudy,Apples,Fruits,2.4,8500,5143733.865633158,6,30,1,Holiday Special,82
2004-05-30,Sunday,Spring,Sunny,Tomatoes,Vegetables,8.0,9132,5511537.6399778575,23,10,10,Corporate Event,80
2004-05-04,Tuesday,Spring,Rainy,Cheese,Dairy,24.0,6800,4054349.8538103015,2,90,1,Seasonal Event,83
2004-06-02,Wednesday,Summer,Sunny,Tomatoes,Vegetables,10.0,10546,6315006.80546357,18,10,10,None,78
2004-05-20,Thursday,Spring,Sunny,Lettuce,Vegetables,3.2,9296,5564699.779787848,15,5,5,Seasonal Event,79
2004-07-06,Tuesday,Summer,Hot,Potatoes,Vegetables,1.2,9973,5956955.055594494,20,90,90,None,71
2004-05-28,Friday,Spring,Rainy,Apples,Fruits,2.4,6649,3976509.061445085,16,30,30,Holiday Special,70
2004-05-07,Friday,Spring,Sunny,Cheese,Dairy,24.0,9021,5433810.395646349,27,90,90,None,75
2004-06-05,Saturday,Summer,Cloudy,Tomatoes,Vegetables,10.0,9808,5932456.707892759,2,10,1,None,88
2004-05-28,Friday,Spring,Cloudy,Apples,Fruits,2.4,7860,4703114.674633899,1,30,1,Seasonal Event,85
2004-06-12,Saturday,Summer,Cloudy,Pork,Other,20.8,10089,6052533.830400933,13,7,7,None,71
2004-05-31,Monday,Spring,Cloudy,Chicken,Meat,16.5,8144,4909000.978463961,17,5,5,Holiday Special,74
2004-05-10,Monday,Spring,Cloudy,Cheese,Dairy,24.0,8315,5019589.722919156,10,90,90,None,74
2004-06-10,Thursday,Summer,Cloudy,Eggs,Dairy,6.0,9945,5968849.884134748,11,21,21,Special Promotion,70
2004-06-12,Saturday,Summer,Cloudy,Pork,Other,20.8,10240,6121183.723010441,28,7,7,Special Promotion,72
2004-07-10,Saturday,Summer,Sunny,Milk,Dairy,4.8,10948,6576057.527723473,4,7,1,Seasonal Event,85
2004-06-11,Friday,Summer,Sunny,Eggs,Dairy,6.0,10941,6621139.521678774,8,21,1,None,82
2004-07-09,Friday,Summer,Sunny,Potatoes,Vegetables,1.2,10600,6369938.9863408785,3,90,1,Seasonal Event,82
2004-07-11,Sunday,Summer,Cloudy,Potatoes,Vegetables,1.2,10259,6161048.412535966,12,90,90,Seasonal Event,71
2004-06-14,Monday,Summer,Hot,Pork,Other,20.8,9906,5939091.492172558,15,7,7,Seasonal Event,74
2004-06-01,Tuesday,Summer,Cloudy,Chicken,Meat,18.0,9902,5931846.607869225,7,5,1,Corporate Event,88
2004-07-12,Monday,Summer,Sunny,Milk,Dairy,4.8,10599,6352096.670130541,14,7,7,None,72
2004-06-03,Thursday,Summer,Sunny,Salmon,Other,32.0,10774,6459497.000238539,18,3,3,Corporate Event,72
2004-05-20,Thursday,Spring,Rainy,Lettuce,Vegetables,3.2,6645,3956682.4110434637,24,5,5,Corporate Event,77
2004-06-02,Wednesday,Summer,Cloudy,Chicken,Meat,18.0,9778,5862684.866031192,11,5,5,Holiday Special,77
2004-06-04,Friday,Summer,Hot,Salmon,Other,32.0,9880,5924460.195280708,8,3,1,Special Promotion,83
2004-06-14,Monday,Summer,Sunny,Eggs,Dairy,6.0,10340,6222089.697127656,26,21,21,None,71
2004-06-15,Tuesday,Summer,Sunny,Eggs,Dairy,6.0,10988,6599748.522336743,16,21,21,None,73
2004-05-31,Monday,Spring,Rainy,Apples,Fruits,2.4,6440,3877747.542668897,15,30,30,Corporate Event,71
2004-05-10,Monday,Spring,Cloudy,Cheese,Dairy,24.0,8191,4921596.752918717,5,90,1,Special Promotion,81
2004-06-05,Saturday,Summer,Cloudy,Salmon,Other,32.0,10429,6227194.407714404,13,3,3,Special Promotion,71
2004-06-03,Thursday,Summer,Cloudy,Apples,Fruits,3.0,9531,5680419.43340712,13,30,30,Corporate Event,79
2004-07-14,Wednesday,Summer,Hot,Potatoes,Vegetables,1.2,10232,6131621.984344601,23,90,90,None,75
2004-05-13,Thursday,Spring,Sunny,Cheese,Dairy,24.0,9132,5485420.534048696,4,90,1,Seasonal Event,80
2004-06-18,Friday,Summer,Hot,Eggs,Dairy,6.0,10118,6120757.463017396,14,21,21,None,73
2004-05-21,Friday,Spring,Rainy,Lettuce,Vegetables,3.2,6305,3822914.5408134256,19,5,5,None,80
2004-06-05,Saturday,Summer,Sunny,Chicken,Meat,18.0,10943,6546679.71966556,17,5,5,None,76
2004-07-17,Saturday,Summer,Cloudy,Potatoes,Vegetables,1.2,9847,5892595.442671834,4,90,1,Corporate Event,83
2004-07-14,Wednesday,Summer,Hot,Milk,Dairy,4.8,9927,5966896.700815356,1,7,1,None,85
2004-06-04,Friday,Summer,Hot,Apples,Fruits,3.0,9982,5987098.582412841,24,30,30,None,78
2004-06-20,Sunday,Summer,Cloudy,Eggs,Dairy,6.0,9936,5979682.3976247525,20,21,21,None,73
2004-05-22,Saturday,Spring,Sunny,Lettuce,Vegetables,3.2,9206,5550090.354669024,1,5,1,None,86
2004-05-15,Saturday,Spring,Rainy,Cheese,Dairy,24.0,6821,4108240.888399563,7,90,1,Holiday Special,81
2004-05-16,Sunday,Spring,Cloudy,Cheese,Dairy,24.0,8502,5081373.692338068,4,90,1,None,85
2004-06-06,Sunday,Summer,Hot,Tomatoes,Vegetables,10.0,9596,5737340.153988242,7,10,1,Birthdays,87
2004-07-15,Thursday,Summer,Sunny,Milk,Dairy,4.8,10649,6414354.664597859,30,7,7,Special Promotion,75
2004-05-24,Monday,Spring,Rainy,Lettuce,Vegetables,3.2,6631,4000371.1937592695,30,5,5,None,80
2004-05-26,Wednesday,Spring,Sunny,Lettuce,Vegetables,3.2,9186,5503759.483966631,14,5,5,None,77
2004-07-15,Thursday,Summer,Cloudy,Milk,Dairy,4.8,9749,5818544.192398382,12,7,7,Holiday Special,72
2004-06-07,Monday,Summer,Hot,Chicken,Meat,18.0,9792,5881014.07723297,23,5,5,None,77
2004-07-16,Friday,Summer,Hot,Milk,Dairy,4.8,9521,5727925.2318696,6,7,1,Special Promotion,80
2004-06-20,Sunday,Summer,Sunny,Eggs,Dairy,6.0,10843,6520343.263177875,19,21,21,None,75
2004-07-18,Sunday,Summer,Hot,Potatoes,Vegetables,1.2,9471,5644490.063697329,21,90,90,None,75
2004-06-07,Monday,Summer,Sunny,Apples,Fruits,3.0,10381,6205859.4450607095,5,30,1,Corporate Event,89
2004-06-09,Wednesday,Summer,Sunny,Apples,Fruits,3.0,10717,6458250.595146999,6,30,1,None,87
2004-05-27,Thursday,Spring,Rainy,Lettuce,Vegetables,3.2,6831,4106066.26083657,28,5,5,Seasonal Event,76
2004-07-18,Sunday,Summer,Hot,Milk,Dairy,4.8,9424,5666574.3651894685,19,7,7,Corporate Event,73
2004-06-09,Wednesday,Summer,Cloudy,Apples,Fruits,3.0,9325,5572914.790174844,26,30,30,None,79
2004-06-06,Sunday,Summer,Sunny,Tomatoes,Vegetables,10.0,10537,6339635.006527414,28,10,10,Corporate Event,78
2004-06-06,Sunday,Summer,Cloudy,Tomatoes,Vegetables,10.0,9988,5999092.43876312,24,10,10,Birthdays,75
2004-06-07,Monday,Summer,Sunny,Tomatoes,Vegetables,10.0,10791,6456263.164123106,17,10,10,Birthdays,78
2004-05-19,Wednesday,Spring,Sunny,Cheese,Dairy,24.0,8905,5380044.129374787,18,90,90,Seasonal Event,75
2004-05-21,Friday,Spring,Sunny,Cheese,Dairy,24.0,9713,5853979.850192975,3,90,1,None,84
2004-06-09,Wednesday,Summer,Hot,Chicken,Meat,18.0,9913,5968011.590681459,3,5,1,None,86
2004-06-11,Friday,Summer,Sunny,Apples,Fruits,3.0,10752,6451954.246619728,20,30,30,Special Promotion,75
2004-05-24,Monday,Spring,Sunny,Cheese,Dairy,24.0,9356,5600914.325304336,12,90,90,Corporate Event,72
2004-06-07,Monday,Summer,Sunny,Salmon,Other,32.0,10705,6451900.807873183,2,3,1,Special Promotion,81
2004-06-10,Thursday,Summer,Hot,Tomatoes,Vegetables,10.0,9320,5640953.281450524,15,10,10,Corporate Event,78
2004-06-09,Wednesday,Summer,Cloudy,Salmon,Other,32.0,9580,5732597.817805463,16,3,3,Seasonal Event,71
2004-06-12,Saturday,Summer,Cloudy,Chicken,Meat,18.0,9627,5748738.578377479,25,5,5,Holiday Special,78
2004-05-25,Tuesday,Spring,Rainy,Cheese,Dairy,24.0,6684,3978591.2711099815,4,90,1,None,83
2004-06-13,Sunday,Summer,Sunny,Tomatoes,Vegetables,10.0,10846,6516040.744254056,3,10,1,Holiday Special,88
2004-06-10,Thursday,Summer,Cloudy,Salmon,Other,32.0,9845,5934111.446539565,7,3,1,Seasonal Event,85
2004-05-30,Sunday,Spring,Cloudy,Lettuce,Vegetables,3.2,8419,5006157.026268355,3,5,1,None,89
2004-06-15,Tuesday,Summer,Hot,Chicken,Meat,18.0,9991,5990299.008501225,28,5,5,None,79
2004-06-16,Wednesday,Summer,Hot,Tomatoes,Vegetables,10.0,9608,5782686.197510174,28,10,10,Holiday Special,77
2004-07-18,Sunday,Summer,Cloudy,Potatoes,Vegetables,1.2,10198,6158770.935198345,26,90,90,None,70
2004-07-19,Monday,Summer,Hot,Potatoes,Vegetables,1.2,9989,5991531.674088609,17,90,90,Holiday Special,73
2004-06-11,Friday,Summer,Hot,Salmon,Other,32.0,9883,5912848.231541891,1,3,1,Birthdays,80
2004-06-16,Wednesday,Summer,Sunny,Chicken,Meat,18.0,10514,6295287.43270185,7,5,1,None,89
2004-06-22,Tuesday,Summer,Hot,Eggs,Dairy,6.0,9591,5755905.67844128,3,21,1,Corporate Event,83
2004-06-19,Saturday,Summer,Hot,Tomatoes,Vegetables,10.0,9873,5925923.382453101,19,10,10,Holiday Special,78
2004-06-12,Saturday,Summer,Sunny,Salmon,Other,32.0,10825,6533540.912999626,20,3,3,Special Promotion,74
2004-06-21,Monday,Summer,Hot,Tomatoes,Vegetables,10.0,9747,5844824.669408178,21,10,10,Birthdays,75
2004-06-23,Wednesday,Summer,Cloudy,Tomatoes,Vegetables,10.0,10318,6180848.771066482,7,10,1,None,90
2004-07-19,Monday,Summer,Cloudy,Milk,Dairy,4.8,9640,5784786.016483601,6,7,1,Holiday Special,80
2004-06-02,Wednesday,Summer,Hot,Lettuce,Vegetables,4.4,9492,5695440.705215368,27,5,5,Holiday Special,77
2004-06-13,Sunday,Summer,Cloudy,Salmon,Other,32.0,9830,5883702.655334378,19,3,3,None,73
2004-06-23,Wednesday,Summer,Sunny,Tomatoes,Vegetables,10.0,10677,6414569.676007159,9,10,1,Holiday Special,86
2004-07-22,Thursday,Summer,Hot,Potatoes,Vegetables,1.2,10050,5996685.699079389,13,90,90,None,72
2004-06-17,Thursday,Summer,Cloudy,Chicken,Meat,18.0,9682,5779147.263275494,16,5,5,Birthdays,79
2004-06-14,Monday,Summer,Cloudy,Salmon,Other,32.0,9984,5963025.65416204,12,3,3,Seasonal Event,73
2004-06-16,Wednesday,Summer,Cloudy,Salmon,Other,32.0,10026,6025073.336477545,23,3,3,Corporate Event,74
2004-05-26,Wednesday,Spring,Sunny,Cheese,Dairy,24.0,9206,5525834.687119061,23,90,90,Corporate Event,73
2004-07-19,Monday,Summer,Hot,Milk,Dairy,4.8,9591,5746575.51661107,3,7,1,None,84
2004-07-19,Monday,Summer,Cloudy,Milk,Dairy,4.8,9960,5991165.86267386,6,7,1,None,82
2004-06-03,Thursday,Summer,Cloudy,Lettuce,Vegetables,4.4,9835,5873835.272051024,28,5,5,None,77
2004-06-13,Sunday,Summer,Cloudy,Apples,Fruits,3.0,9368,5646783.350665502,1,30,1,None,89
2004-07-22,Thursday,Summer,Hot,Potatoes,Vegetables,1.2,9573,5716204.31700733,28,90,90,Birthdays,73
2004-06-17,Thursday,Summer,Sunny,Salmon,Other,32.0,10960,6556188.406011851,8,3,1,Holiday Special,82
2004-06-24,Thursday,Summer,Hot,Eggs,Dairy,6.0,9914,5905640.086707428,8,21,1,Corporate Event,84
2004-06-19,Saturday,Summer,Cloudy,Chicken,Meat,18.0,10165,6124341.540242443,10,5,5,Birthdays,76
2004-06-17,Thursday,Summer,Sunny,Salmon,Other,32.0,10613,6332291.932277653,13,3,3,None,75
2004-06-14,Monday,Summer,Hot,Pork,Other,20.8,9767,5896974.124100102,14,7,7,Corporate Event,74
2004-06-27,Sunday,Summer,Sunny,Tomatoes,Vegetables,10.0,10661,6392187.228073221,29,10,10,Constitution Day of Ukraine,79
2004-06-30,Wednesday,Summer,Cloudy,Tomatoes,Vegetables,10.0,10045,6004828.124466781,16,10,10,Holiday Special,80
2004-06-06,Sunday,Summer,Sunny,Lettuce,Vegetables,4.4,11018,6637740.920575863,21,5,5,Birthdays,80
2004-06-27,Sunday,Summer,Cloudy,Eggs,Dairy,6.0,9832,5908082.695293549,18,21,21,Constitution Day of Ukraine,73
2004-06-19,Saturday,Summer,Hot,Salmon,Other,32.0,9752,5826161.823805546,18,3,3,Birthdays,75
2004-07-03,Saturday,Summer,Cloudy,Tomatoes,Vegetables,10.0,9810,5871211.244258576,21,10,10,None,80
2004-06-29,Tuesday,Summer,Hot,Eggs,Dairy,6.0,9934,5983697.224290193,3,21,1,Holiday Special,80
2004-06-22,Tuesday,Summer,Hot,Salmon,Other,32.0,10357,6224876.811453241,27,3,3,None,70
2004-06-13,Sunday,Summer,Cloudy,Apples,Fruits,3.0,9605,5760029.008535846,24,30,30,None,76
2004-05-28,Friday,Spring,Rainy,Cheese,Dairy,24.0,7200,4328501.800987239,3,90,1,Birthdays,80
2004-07-25,Sunday,Summer,Sunny,Potatoes,Vegetables,1.2,10741,6436094.889222093,28,90,90,None,72
2004-07-25,Sunday,Summer,Sunny,Potatoes,Vegetables,1.2,11007,6603813.639128437,8,90,1,None,85
2004-06-24,Thursday,Summer,Hot,Salmon,Other,32.0,10135,6098579.845807525,29,3,3,Birthdays,72
2004-06-14,Monday,Summer,Hot,Apples,Fruits,3.0,9850,5883027.340029911,25,30,30,None,79
2004-07-05,Monday,Summer,Cloudy,Tomatoes,Vegetables,10.0,9714,5812851.177121025,21,10,10,Birthdays,80
2004-07-25,Sunday,Summer,Sunny,Potatoes,Vegetables,1.2,10819,6454609.290100633,3,90,1,None,82
2004-06-14,Monday,Summer,Cloudy,Apples,Fruits,3.0,9330,5596161.354327054,20,30,30,Seasonal Event,78
2004-06-16,Wednesday,Summer,Cloudy,Apples,Fruits,3.0,9968,5988352.969264142,29,30,30,Holiday Special,78
2004-06-19,Saturday,Summer,Sunny,Apples,Fruits,3.0,11165,6717970.292128292,18,30,30,Birthdays,77
2004-07-27,Tuesday,Summer,Sunny,Potatoes,Vegetables,1.2,10947,6573984.016454273,24,90,90,Birthdays,73
2004-05-28,Friday,Spring,Cloudy,Cheese,Dairy,24.0,8330,5006618.932338952,15,90,90,Corporate Event,72
2004-06-20,Sunday,Summer,Cloudy,Chicken,Meat,18.0,10114,6050083.7560089445,9,5,1,Seasonal Event,85
2004-06-20,Sunday,Summer,Sunny,Apples,Fruits,3.0,11483,6912499.608754873,8,30,1,None,90
2004-06-27,Sunday,Summer,Cloudy,Salmon,Other,32.0,9471,5631664.864714202,29,3,3,Constitution Day of Ukraine,75
2004-07-05,Monday,Summer,Hot,Tomatoes,Vegetables,10.0,9685,5790203.971169994,30,10,10,Corporate Event,76
2004-06-17,Thursday,Summer,Hot,Pork,Other,20.8,10107,6082736.264313701,2,7,1,Birthdays,84
2004-06-21,Monday,Summer,Cloudy,Apples,Fruits,3.0,9729,5865264.144403763,25,30,30,None,79
2004-07-29,Thursday,Summer,Sunny,Potatoes,Vegetables,1.2,10492,6299804.864218773,16,90,90,Special Promotion,71
2004-06-24,Thursday,Summer,Hot,Apples,Fruits,3.0,9730,5869383.488236455,15,30,30,None,76
2004-06-17,Thursday,Summer,Sunny,Pork,Other,20.8,11099,6676502.801643807,18,7,7,None,71
2004-07-06,Tuesday,Summer,Hot,Tomatoes,Vegetables,10.0,10049,6012960.293996919,8,10,1,None,85
2004-06-27,Sunday,Summer,Sunny,Salmon,Other,32.0,10665,6403464.326469553,13,3,3,Constitution Day of Ukraine,73
2004-06-20,Sunday,Summer,Sunny,Chicken,Meat,18.0,11085,6667564.81659303,15,5,5,None,79
2004-07-31,Saturday,Summer,Hot,Potatoes,Vegetables,1.2,10111,6026615.014230987,19,90,90,Special Promotion,72
2004-06-27,Sunday,Summer,Cloudy,Salmon,Other,32.0,9992,6014315.699239173,14,3,3,Constitution Day of Ukraine,74
2004-06-30,Wednesday,Summer,Sunny,Salmon,Other,32.0,10734,6447444.365041525,30,3,3,None,70
2004-06-27,Sunday,Summer,Cloudy,Apples,Fruits,3.0,10104,6071018.017204505,20,30,30,Constitution Day of Ukraine,75
2004-06-17,Thursday,Summer,Hot,Pork,Other,20.8,9836,5883188.733057716,6,7,1,Special Promotion,82
2004-06-29,Tuesday,Summer,Hot,Apples,Fruits,3.0,10030,6049325.9715131,13,30,30,None,78
2004-07-02,Friday,Summer,Sunny,Apples,Fruits,3.0,10684,6373263.620435508,5,30,1,Seasonal Event,87
2004-08-02,Monday,Summer,Hot,Potatoes,Vegetables,1.2,9847,5938726.0562050855,28,90,90,None,72
2004-07-06,Tuesday,Summer,Cloudy,Tomatoes,Vegetables,10.0,9978,5962325.295429749,12,10,10,Holiday Special,78
2004-08-04,Wednesday,Summer,Cloudy,Potatoes,Vegetables,1.2,10014,6050534.359215532,13,90,90,Special Promotion,75
2004-08-05,Thursday,Summer,Sunny,Potatoes,Vegetables,1.2,10713,6430511.804967979,14,90,90,Birthdays,70
2004-06-07,Monday,Summer,Cloudy,Lettuce,Vegetables,4.4,10206,6117666.883941595,17,5,5,Birthdays,80
2004-06-29,Tuesday,Summer,Hot,Eggs,Dairy,6.0,9606,5748109.799265048,27,21,21,Birthdays,74
2004-06-30,Wednesday,Summer,Cloudy,Eggs,Dairy,6.0,9579,5715084.03704381,11,21,21,None,72
2004-07-09,Friday,Summer,Hot,Tomatoes,Vegetables,10.0,9851,5915993.593102236,19,10,10,None,77
2004-05-28,Friday,Spring,Rainy,Cheese,Dairy,24.0,6850,4096477.3021396124,9,90,1,Special Promotion,84
2004-07-03,Saturday,Summer,Cloudy,Eggs,Dairy,6.0,9807,5904105.158939231,5,21,1,Corporate Event,80
2004-06-19,Saturday,Summer,Hot,Pork,Other,20.8,10016,6007842.550062082,26,7,7,Holiday Special,71
2004-07-03,Saturday,Summer,Sunny,Eggs,Dairy,6.0,10892,6511260.572962367,7,21,1,None,80
2004-07-05,Monday,Summer,Sunny,Eggs,Dairy,6.0,11007,6630296.414981078,6,21,1,Birthdays,82
2004-05-28,Friday,Spring,Sunny,Cheese,Dairy,24.0,8987,5371185.653044292,1,90,1,None,80
2004-07-05,Monday,Summer,Cloudy,Apples,Fruits,3.0,9838,5925020.789450987,19,30,30,None,77
2004-07-11,Sunday,Summer,Cloudy,Tomatoes,Vegetables,10.0,10164,6086687.582142962,2,10,1,Holiday Special,85
2004-06-21,Monday,Summer,Sunny,Chicken,Meat,18.0,10678,6392409.766565992,24,5,5,None,80
2004-07-01,Thursday,Summer,Cloudy,Salmon,Other,32.0,10285,6164427.392896222,17,3,3,Birthdays,70
2004-07-13,Tuesday,Summer,Sunny,Tomatoes,Vegetables,10.0,11298,6790528.32117865,21,10,10,Birthdays,76
2004-07-13,Tuesday,Summer,Hot,Tomatoes,Vegetables,10.0,10237,6127333.89698585,14,10,10,None,79
2004-08-08,Sunday,Summer,Cloudy,Potatoes,Vegetables,1.2,9788,5885782.003939609,3,90,1,None,85
2004-06-10,Thursday,Summer,Hot,Lettuce,Vegetables,4.4,10009,6050125.81088065,11,5,5,Seasonal Event,77
2004-07-19,Monday,Summer,Cloudy,Milk,Dairy,4.8,10287,6171575.71092159,25,7,7,Holiday Special,73
2004-07-22,Thursday,Summer,Cloudy,Milk,Dairy,4.8,9783,5805923.182964785,26,7,7,None,75
2004-07-08,Thursday,Summer,Cloudy,Apples,Fruits,3.0,9579,5741721.267596219,17,30,30,Holiday Special,76
2004-07-04,Sunday,Summer,Sunny,Salmon,Other,32.0,10994,6582838.671647562,23,3,3,Corporate Event,75
2004-07-14,Wednesday,Summer,Cloudy,Tomatoes,Vegetables,10.0,9649,5773521.936928407,3,10,1,None,88
2004-07-06,Tuesday,Summer,Cloudy,Eggs,Dairy,6.0,9798,5888083.037385727,27,21,21,Holiday Special,74
2004-06-23,Wednesday,Summer,Hot,Chicken,Meat,18.0,9431,5658396.357594309,4,5,1,Holiday Special,89
2004-05-31,Monday,Spring,Sunny,Cheese,Dairy,24.0,9155,5513327.756673886,28,90,90,Corporate Event,74
2004-06-12,Saturday,Summer,Hot,Lettuce,Vegetables,4.4,10143,6063904.177045242,26,5,5,None,79
2004-06-23,Wednesday,Summer,Cloudy,Chicken,Meat,18.0,9484,5670328.303854958,30,5,5,Seasonal Event,78
2004-08-08,Sunday,Summer,Hot,Potatoes,Vegetables,1.2,10048,6013020.983750194,22,90,90,None,71
2004-06-13,Sunday,Summer,Sunny,Lettuce,Vegetables,4.4,11071,6640296.5089569455,2,5,1,Holiday Special,87
2004-07-09,Friday,Summer,Sunny,Apples,Fruits,3.0,10955,6613396.022113743,7,30,1,Holiday Special,87
2004-07-23,Friday,Summer,Sunny,Milk,Dairy,4.8,10529,6284051.228431867,22,7,7,Birthdays,71
2004-06-27,Sunday,Summer,Cloudy,Chicken,Meat,18.0,10043,6043147.080558755,1,5,1,Constitution Day of Ukraine,88
2004-05-31,Monday,Spring,Cloudy,Cheese,Dairy,24.0,8530,5139018.232584933,14,90,90,Special Promotion,70
2004-07-07,Wednesday,Summer,Sunny,Eggs,Dairy,6.0,10919,6572835.173048003,21,21,21,Corporate Event,71
2004-06-15,Tuesday,Summer,Sunny,Lettuce,Vegetables,4.4,10664,6387451.724888082,17,5,5,None,78
2004-07-23,Friday,Summer,Cloudy,Milk,Dairy,4.8,9830,5879641.281005265,24,7,7,Birthdays,71
2004-06-17,Thursday,Summer,Hot,Lettuce,Vegetables,4.4,10107,6039511.414883008,5,5,1,Corporate Event,87
2004-06-02,Wednesday,Summer,Sunny,Cheese,Dairy,22.0,10883,6463992.34031851,11,90,90,None,75
2004-08-08,Sunday,Summer,Sunny,Potatoes,Vegetables,1.2,11023,6554564.916759615,26,90,90,Special Promotion,70
2004-07-11,Sunday,Summer,Sunny,Apples,Fruits,3.0,10819,6499201.80773495,16,30,30,Holiday Special,77
2004-06-02,Wednesday,Summer,Hot,Cheese,Dairy,22.0,9528,5714774.8089678325,12,90,90,None,74
